condition,frame,true_label,probability_present,confidence_abs_0_5,ood_score,is_ood
fog,11140,0,0.0888,0.4112,0.0888,1
fog,11150,0,0.0939,0.4061,0.0939,1
fog,11160,0,0.0921,0.4079,0.0921,1
fog,11170,0,0.0892,0.4108,0.0892,1
fog,11180,0,0.0793,0.4207,0.0793,1
fog,11190,0,0.0832,0.4168,0.0832,1
fog,11200,0,0.0826,0.4174,0.0826,1
fog,11210,0,0.0813,0.4187,0.0813,1
fog,11220,0,0.0823,0.4177,0.0823,1
fog,11230,0,0.0827,0.4173,0.0827,1
fog,11240,0,0.0824,0.4176,0.0824,1
fog,11250,0,0.0825,0.4175,0.0825,1
fog,11260,0,0.0817,0.4183,0.0817,1
fog,11270,0,0.0809,0.4191,0.0809,1
fog,11280,0,0.0817,0.4183,0.0817,1
fog,11290,0,0.0797,0.4203,0.0797,1
fog,11300,0,0.0825,0.4175,0.0825,1
fog,11310,0,0.0799,0.4201,0.0799,1
fog,11320,0,0.0818,0.4182,0.0818,1
fog,11330,0,0.0844,0.4156,0.0844,1
fog,11340,0,0.0822,0.4178,0.0822,1
fog,11350,0,0.083,0.417,0.083,1
fog,11360,0,0.0854,0.4146,0.0854,1
fog,11370,0,0.0865,0.4135,0.0865,1
fog,11380,0,0.0878,0.4122,0.0878,1
fog,11390,0,0.0876,0.4124,0.0876,1
fog,11400,0,0.0878,0.4122,0.0878,1
fog,11410,0,0.087,0.413,0.087,1
fog,11420,0,0.0927,0.4073,0.0927,1
fog,11430,0,0.0749,0.4251,0.0749,1
fog,11440,0,0.0987,0.4013,0.0987,1
fog,11450,0,0.0428,0.4572,0.0428,1
fog,11460,0,0.0636,0.4364,0.0636,1
fog,11470,0,0.027,0.473,0.027,1
fog,11480,0,0.039,0.461,0.039,1
fog,11490,0,0.0164,0.4836,0.0164,1
fog,11500,0,0.0266,0.4734,0.0266,1
fog,11510,0,0.0481,0.4519,0.0481,1
fog,11520,0,0.0506,0.4494,0.0506,1
fog,11530,0,0.0495,0.4505,0.0495,1
fog,11540,0,0.0123,0.4877,0.0123,1
fog,11550,0,0.0361,0.4639,0.0361,1
fog,11560,0,0.0277,0.4723,0.0277,1
fog,11570,0,0.0394,0.4606,0.0394,1
fog,11580,0,0.0319,0.4681,0.0319,1
fog,11590,0,0.0564,0.4436,0.0564,1
fog,11600,0,0.0621,0.4379,0.0621,1
fog,11610,0,0.0555,0.4445,0.0555,1
fog,11620,0,0.0506,0.4494,0.0506,1
fog,11630,0,0.0525,0.4475,0.0525,1
fog,11640,0,0.0549,0.4451,0.0549,1
fog,11650,0,0.0516,0.4484,0.0516,1
fog,11660,0,0.0554,0.4446,0.0554,1
fog,11670,0,0.0581,0.4419,0.0581,1
fog,11680,0,0.0627,0.4373,0.0627,1
fog,11690,0,0.0586,0.4414,0.0586,1
fog,11700,0,0.0586,0.4414,0.0586,1
fog,11710,0,0.0586,0.4414,0.0586,1
fog,11720,0,0.0581,0.4419,0.0581,1
fog,11730,0,0.047,0.453,0.047,1
fog,11740,0,0.0579,0.4421,0.0579,1
fog,11750,0,0.0914,0.4086,0.0914,1
fog,11760,0,0.0688,0.4312,0.0688,1
fog,11770,0,0.0306,0.4694,0.0306,1
fog,11780,0,0.0164,0.4836,0.0164,1
fog,11790,0,0.0065,0.4935,0.0065,1
fog,11800,0,0.0097,0.4903,0.0097,1
fog,11810,0,0.0355,0.4645,0.0355,1
fog,11820,0,0.034,0.466,0.034,1
fog,11830,0,0.0358,0.4642,0.0358,1
fog,11840,0,0.0279,0.4721,0.0279,1
fog,11850,0,0.0208,0.4792,0.0208,1
fog,11860,0,0.0168,0.4832,0.0168,1
fog,11870,1,0.0415,0.4585,0.0415,1
fog,11880,1,0.0857,0.4143,0.0857,1
fog,11890,1,0.1012,0.3988,0.1012,1
fog,11900,1,0.0306,0.4694,0.0306,1
fog,11910,1,0.0361,0.4639,0.0361,1
fog,11920,0,0.0311,0.4689,0.0311,1
fog,11930,0,0.0411,0.4589,0.0411,1
fog,11940,0,0.0368,0.4632,0.0368,1
fog,11950,0,0.0409,0.4591,0.0409,1
fog,11960,0,0.0274,0.4726,0.0274,1
fog,11970,0,0.0246,0.4754,0.0246,1
fog,11980,0,0.017,0.483,0.017,1
fog,11990,0,0.0316,0.4684,0.0316,1
fog,12000,0,0.0234,0.4766,0.0234,1
fog,12010,0,0.0172,0.4828,0.0172,1
fog,12020,0,0.0195,0.4805,0.0195,1
fog,12030,0,0.0237,0.4763,0.0237,1
fog,12040,0,0.0226,0.4774,0.0226,1
fog,12050,0,0.0227,0.4773,0.0227,1
fog,12060,0,0.0228,0.4772,0.0228,1
fog,12070,0,0.0231,0.4769,0.0231,1
fog,12080,0,0.0239,0.4761,0.0239,1
fog,12090,0,0.0265,0.4735,0.0265,1
fog,12100,0,0.0277,0.4723,0.0277,1
fog,12110,0,0.027,0.473,0.027,1
fog,12120,0,0.0269,0.4731,0.0269,1
fog,12130,0,0.0235,0.4765,0.0235,1
fog,12140,0,0.0228,0.4772,0.0228,1
fog,12150,0,0.034,0.466,0.034,1
fog,12160,0,0.0273,0.4727,0.0273,1
fog,12170,0,0.0273,0.4727,0.0273,1
fog,12180,0,0.0273,0.4727,0.0273,1
fog,12190,1,0.0149,0.4851,0.0149,1
fog,12200,1,0.0182,0.4818,0.0182,1
fog,12210,1,0.0214,0.4786,0.0214,1
fog,12220,1,0.0195,0.4805,0.0195,1
fog,12230,1,0.0225,0.4775,0.0225,1
fog,12240,1,0.0228,0.4772,0.0228,1
fog,12250,1,0.0251,0.4749,0.0251,1
fog,12260,1,0.0267,0.4733,0.0267,1
fog,12270,1,0.0265,0.4735,0.0265,1
fog,12280,1,0.026,0.474,0.026,1
fog,12290,1,0.0288,0.4712,0.0288,1
fog,12300,1,0.0269,0.4731,0.0269,1
fog,12310,1,0.0243,0.4757,0.0243,1
fog,12320,1,0.0296,0.4704,0.0296,1
fog,12330,1,0.0441,0.4559,0.0441,1
fog,12340,1,0.04,0.46,0.04,1
fog,12350,1,0.065,0.435,0.065,1
fog,12360,1,0.0818,0.4182,0.0818,1
fog,12370,0,0.0439,0.4561,0.0439,1
fog,12380,0,0.0442,0.4558,0.0442,1
fog,12390,0,0.038,0.462,0.038,1
fog,12400,0,0.0382,0.4618,0.0382,1
fog,12410,1,0.0429,0.4571,0.0429,1
fog,12420,0,0.0229,0.4771,0.0229,1
fog,12430,0,0.0128,0.4872,0.0128,1
fog,12440,0,0.0151,0.4849,0.0151,1
fog,12450,0,0.0143,0.4857,0.0143,1
fog,12460,0,0.0143,0.4857,0.0143,1
fog,12470,0,0.015,0.485,0.015,1
fog,12480,1,0.0171,0.4829,0.0171,1
fog,12490,0,0.043,0.457,0.043,1
fog,12500,1,0.0334,0.4666,0.0334,1
fog,12510,1,0.041,0.459,0.041,1
fog,12520,1,0.0304,0.4696,0.0304,1
fog,12530,1,0.0308,0.4692,0.0308,1
fog,12540,1,0.0392,0.4608,0.0392,1
fog,12550,1,0.037,0.463,0.037,1
fog,12560,0,0.0225,0.4775,0.0225,1
fog,12570,0,0.0398,0.4602,0.0398,1
fog,12580,0,0.0494,0.4506,0.0494,1
fog,12590,0,0.1191,0.3809,0.1191,1
fog,12600,0,0.121,0.379,0.121,1
fog,12610,0,0.1176,0.3824,0.1176,1
fog,12620,0,0.1215,0.3785,0.1215,1
fog,12630,0,0.1202,0.3798,0.1202,1
fog,12640,0,0.1267,0.3733,0.1267,1
fog,12650,0,0.0949,0.4051,0.0949,1
fog,12660,0,0.1007,0.3993,0.1007,1
fog,12670,0,0.0869,0.4131,0.0869,1
fog,12680,0,0.0902,0.4098,0.0902,1
fog,12690,0,0.0291,0.4709,0.0291,1
fog,12700,0,0.0239,0.4761,0.0239,1
fog,12710,0,0.0435,0.4565,0.0435,1
fog,12720,0,0.0301,0.4699,0.0301,1
fog,12730,0,0.0575,0.4425,0.0575,1
fog,12740,1,0.0434,0.4566,0.0434,1
fog,12750,0,0.0448,0.4552,0.0448,1
fog,12760,0,0.0444,0.4556,0.0444,1
fog,12770,0,0.0438,0.4562,0.0438,1
fog,12780,0,0.0434,0.4566,0.0434,1
fog,12790,1,0.0447,0.4553,0.0447,1
fog,12800,1,0.0463,0.4537,0.0463,1
fog,12810,1,0.0455,0.4545,0.0455,1
fog,12820,1,0.041,0.459,0.041,1
fog,12830,1,0.0348,0.4652,0.0348,1
fog,12840,1,0.0384,0.4616,0.0384,1
fog,12850,1,0.0401,0.4599,0.0401,1
fog,12860,1,0.0421,0.4579,0.0421,1
fog,12870,1,0.0423,0.4577,0.0423,1
fog,12880,1,0.0434,0.4566,0.0434,1
fog,12890,1,0.0454,0.4546,0.0454,1
fog,12900,1,0.0486,0.4514,0.0486,1
fog,12910,1,0.0438,0.4562,0.0438,1
fog,12920,1,0.0436,0.4564,0.0436,1
fog,12930,0,0.045,0.455,0.045,1
fog,12940,0,0.045,0.455,0.045,1
fog,12950,0,0.0446,0.4554,0.0446,1
fog,12960,0,0.0501,0.4499,0.0501,1
fog,12970,0,0.0451,0.4549,0.0451,1
fog,12980,0,0.0428,0.4572,0.0428,1
fog,12990,0,0.0495,0.4505,0.0495,1
fog,13000,0,0.0533,0.4467,0.0533,1
fog,13010,0,0.0523,0.4477,0.0523,1
fog,13020,0,0.0436,0.4564,0.0436,1
fog,13030,0,0.0442,0.4558,0.0442,1
fog,13040,0,0.0393,0.4607,0.0393,1
fog,13050,0,0.0369,0.4631,0.0369,1
fog,13060,0,0.0509,0.4491,0.0509,1
fog,13070,0,0.045,0.455,0.045,1
fog,13080,0,0.0475,0.4525,0.0475,1
fog,13090,0,0.0426,0.4574,0.0426,1
fog,13100,0,0.0497,0.4503,0.0497,1
fog,13110,0,0.0635,0.4365,0.0635,1
fog,13120,0,0.053,0.447,0.053,1
fog,13130,1,0.049,0.451,0.049,1
fog,13140,1,0.075,0.425,0.075,1
fog,13150,1,0.0662,0.4338,0.0662,1
fog,13160,0,0.086,0.414,0.086,1
fog,13170,0,0.042,0.458,0.042,1
fog,13180,0,0.0409,0.4591,0.0409,1
fog,13190,0,0.0576,0.4424,0.0576,1
fog,13200,0,0.0418,0.4582,0.0418,1
fog,13210,0,0.033,0.467,0.033,1
fog,13220,0,0.0378,0.4622,0.0378,1
fog,13230,0,0.0436,0.4564,0.0436,1
fog,13240,0,0.1161,0.3839,0.1161,1
fog,13250,0,0.0792,0.4208,0.0792,1
fog,13260,0,0.0513,0.4487,0.0513,1
fog,13270,0,0.0619,0.4381,0.0619,1
fog,13280,0,0.1199,0.3801,0.1199,1
fog,13290,0,0.0762,0.4238,0.0762,1
fog,13300,0,0.0541,0.4459,0.0541,1
fog,13310,0,0.0221,0.4779,0.0221,1
fog,13320,0,0.0442,0.4558,0.0442,1
fog,13330,0,0.0484,0.4516,0.0484,1
fog,13340,0,0.0187,0.4813,0.0187,1
fog,13350,0,0.0265,0.4735,0.0265,1
fog,13360,0,0.0348,0.4652,0.0348,1
fog,13370,0,0.0247,0.4753,0.0247,1
fog,13380,0,0.044,0.456,0.044,1
fog,13390,1,0.0398,0.4602,0.0398,1
fog,13400,1,0.0331,0.4669,0.0331,1
fog,13410,1,0.0883,0.4117,0.0883,1
fog,13420,0,0.0851,0.4149,0.0851,1
fog,13430,0,0.0619,0.4381,0.0619,1
fog,13440,0,0.0579,0.4421,0.0579,1
fog,13450,0,0.0586,0.4414,0.0586,1
fog,13460,0,0.0658,0.4342,0.0658,1
fog,13470,0,0.056,0.444,0.056,1
fog,13480,0,0.0598,0.4402,0.0598,1
fog,13490,0,0.0556,0.4444,0.0556,1
fog,13500,0,0.0597,0.4403,0.0597,1
fog,13510,0,0.0632,0.4368,0.0632,1
fog,13520,0,0.064,0.436,0.064,1
fog,13530,0,0.0629,0.4371,0.0629,1
fog,13540,0,0.0626,0.4374,0.0626,1
fog,13550,0,0.063,0.437,0.063,1
fog,13560,0,0.0626,0.4374,0.0626,1
fog,13570,0,0.0629,0.4371,0.0629,1
fog,13580,0,0.0625,0.4375,0.0625,1
fog,13590,0,0.0625,0.4375,0.0625,1
fog,13600,0,0.0628,0.4372,0.0628,1
fog,13610,0,0.0628,0.4372,0.0628,1
fog,13620,0,0.0628,0.4372,0.0628,1
fog,13630,0,0.063,0.437,0.063,1
fog,13640,0,0.0622,0.4378,0.0622,1
fog,13650,0,0.062,0.438,0.062,1
fog,13660,0,0.0629,0.4371,0.0629,1
fog,13670,0,0.0439,0.4561,0.0439,1
fog,13680,0,0.043,0.457,0.043,1
fog,13690,0,0.0557,0.4443,0.0557,1
fog,13700,0,0.0828,0.4172,0.0828,1
fog,13710,0,0.0594,0.4406,0.0594,1
fog,13720,0,0.0717,0.4283,0.0717,1
fog,13730,0,0.078,0.422,0.078,1
fog,13740,0,0.043,0.457,0.043,1
fog,13750,0,0.0283,0.4717,0.0283,1
fog,13760,0,0.0199,0.4801,0.0199,1
fog,13770,0,0.0146,0.4854,0.0146,1
fog,13780,0,0.0179,0.4821,0.0179,1
fog,13790,0,0.0281,0.4719,0.0281,1
fog,13800,0,0.0296,0.4704,0.0296,1
fog,13810,0,0.0103,0.4897,0.0103,1
fog,13820,0,0.0184,0.4816,0.0184,1
fog,13830,0,0.0284,0.4716,0.0284,1
fog,13840,0,0.0521,0.4479,0.0521,1
fog,13850,0,0.0376,0.4624,0.0376,1
fog,13860,0,0.0757,0.4243,0.0757,1
fog,13870,0,0.0477,0.4523,0.0477,1
fog,13880,0,0.0245,0.4755,0.0245,1
fog,13890,1,0.0398,0.4602,0.0398,1
fog,13900,1,0.0247,0.4753,0.0247,1
fog,13910,1,0.0396,0.4604,0.0396,1
fog,13920,1,0.0467,0.4533,0.0467,1
fog,13930,1,0.0446,0.4554,0.0446,1
fog,13940,1,0.0468,0.4532,0.0468,1
fog,13950,1,0.052,0.448,0.052,1
fog,13960,1,0.052,0.448,0.052,1
fog,13970,1,0.0501,0.4499,0.0501,1
fog,13980,1,0.0554,0.4446,0.0554,1
fog,13990,1,0.0508,0.4492,0.0508,1
fog,14000,1,0.0544,0.4456,0.0544,1
fog,14010,1,0.0632,0.4368,0.0632,1
fog,14020,1,0.0646,0.4354,0.0646,1
fog,14030,1,0.0507,0.4493,0.0507,1
fog,14040,1,0.1049,0.3951,0.1049,1
fog,14050,1,0.0601,0.4399,0.0601,1
fog,14060,1,0.0727,0.4273,0.0727,1
fog,14070,1,0.0749,0.4251,0.0749,1
fog,14080,1,0.0683,0.4317,0.0683,1
fog,14090,1,0.0581,0.4419,0.0581,1
fog,14100,1,0.0554,0.4446,0.0554,1
fog,14110,1,0.0539,0.4461,0.0539,1
fog,14120,1,0.065,0.435,0.065,1
fog,14130,1,0.0531,0.4469,0.0531,1
fog,14140,0,0.0425,0.4575,0.0425,1
fog,14150,0,0.0206,0.4794,0.0206,1
fog,14160,0,0.0299,0.4701,0.0299,1
fog,14170,0,0.04,0.46,0.04,1
fog,14180,0,0.0334,0.4666,0.0334,1
fog,14190,0,0.011,0.489,0.011,1
fog,14200,0,0.0092,0.4908,0.0092,1
fog,14210,0,0.0255,0.4745,0.0255,1
fog,14220,0,0.0567,0.4433,0.0567,1
fog,14230,0,0.0337,0.4663,0.0337,1
fog,14240,0,0.0273,0.4727,0.0273,1
fog,14250,0,0.0362,0.4638,0.0362,1
fog,14260,0,0.0117,0.4883,0.0117,1
fog,14270,0,0.0231,0.4769,0.0231,1
fog,14280,0,0.043,0.457,0.043,1
fog,14290,0,0.0724,0.4276,0.0724,1
fog,14300,0,0.0997,0.4003,0.0997,1
fog,14310,0,0.0558,0.4442,0.0558,1
fog,14320,0,0.062,0.438,0.062,1
fog,14330,0,0.0546,0.4454,0.0546,1
fog,14340,0,0.0282,0.4718,0.0282,1
fog,14350,0,0.0231,0.4769,0.0231,1
fog,14360,0,0.0263,0.4737,0.0263,1
fog,14370,0,0.0219,0.4781,0.0219,1
fog,14380,0,0.028,0.472,0.028,1
fog,14390,0,0.0279,0.4721,0.0279,1
fog,14400,0,0.0278,0.4722,0.0278,1
fog,14410,0,0.0278,0.4722,0.0278,1
fog,14420,0,0.0279,0.4721,0.0279,1
fog,14430,0,0.0279,0.4721,0.0279,1
fog,14440,0,0.0278,0.4722,0.0278,1
fog,14450,0,0.0278,0.4722,0.0278,1
fog,14460,0,0.0281,0.4719,0.0281,1
fog,14470,0,0.0298,0.4702,0.0298,1
fog,14480,0,0.0312,0.4688,0.0312,1
fog,14490,0,0.0305,0.4695,0.0305,1
fog,14500,0,0.0297,0.4703,0.0297,1
fog,14510,0,0.0318,0.4682,0.0318,1
fog,14520,0,0.0316,0.4684,0.0316,1
fog,14530,0,0.0316,0.4684,0.0316,1
fog,14540,0,0.0316,0.4684,0.0316,1
fog,14550,0,0.0305,0.4695,0.0305,1
fog,14560,0,0.0268,0.4732,0.0268,1
fog,14570,0,0.029,0.471,0.029,1
fog,14580,0,0.0282,0.4718,0.0282,1
fog,14590,0,0.0365,0.4635,0.0365,1
fog,14600,0,0.0614,0.4386,0.0614,1
fog,14610,0,0.0331,0.4669,0.0331,1
fog,14620,0,0.0915,0.4085,0.0915,1
fog,14630,0,0.048,0.452,0.048,1
fog,14640,0,0.0429,0.4571,0.0429,1
fog,14650,0,0.0367,0.4633,0.0367,1
fog,14660,0,0.0292,0.4708,0.0292,1
fog,14670,0,0.0304,0.4696,0.0304,1
fog,14680,0,0.0199,0.4801,0.0199,1
fog,14690,0,0.019,0.481,0.019,1
fog,14700,0,0.0191,0.4809,0.0191,1
fog,14710,0,0.019,0.481,0.019,1
fog,14720,0,0.019,0.481,0.019,1
fog,14730,0,0.0195,0.4805,0.0195,1
fog,14740,0,0.019,0.481,0.019,1
fog,14750,0,0.0166,0.4834,0.0166,1
fog,14760,0,0.0241,0.4759,0.0241,1
fog,14770,0,0.0119,0.4881,0.0119,1
fog,14780,0,0.0158,0.4842,0.0158,1
fog,14790,0,0.0215,0.4785,0.0215,1
fog,14800,0,0.0298,0.4702,0.0298,1
fog,14810,1,0.033,0.467,0.033,1
fog,14820,1,0.0822,0.4178,0.0822,1
fog,14830,1,0.0329,0.4671,0.0329,1
fog,14840,0,0.0408,0.4592,0.0408,1
fog,14850,0,0.0322,0.4678,0.0322,1
fog,14860,1,0.0573,0.4427,0.0573,1
fog,14870,1,0.0532,0.4469,0.0531,1
fog,14880,1,0.0514,0.4486,0.0514,1
fog,14890,0,0.0533,0.4467,0.0533,1
fog,14900,1,0.0853,0.4147,0.0853,1
fog,14910,1,0.0543,0.4457,0.0543,1
fog,14920,0,0.0825,0.4175,0.0825,1
fog,14930,0,0.0537,0.4463,0.0537,1
fog,14940,0,0.0518,0.4482,0.0518,1
fog,14950,0,0.0509,0.4491,0.0509,1
fog,14960,0,0.037,0.463,0.037,1
fog,14970,0,0.0491,0.4509,0.0491,1
fog,14980,0,0.0416,0.4584,0.0416,1
fog,14990,1,0.048,0.452,0.048,1
fog,15000,1,0.0642,0.4358,0.0642,1
fog,15010,1,0.0637,0.4363,0.0637,1
fog,15020,1,0.0759,0.4241,0.0759,1
fog,15030,1,0.0519,0.4481,0.0519,1
fog,15040,1,0.0728,0.4272,0.0728,1
fog,15050,1,0.0661,0.4339,0.0661,1
fog,15060,1,0.0643,0.4357,0.0643,1
fog,15070,1,0.0566,0.4434,0.0566,1
fog,15080,1,0.0426,0.4574,0.0426,1
fog,15090,1,0.0484,0.4516,0.0484,1
fog,15100,1,0.0611,0.4389,0.0611,1
fog,15110,1,0.0543,0.4457,0.0543,1
fog,15120,1,0.0653,0.4347,0.0653,1
fog,15130,1,0.0691,0.4309,0.0691,1
fog,15140,0,0.0576,0.4424,0.0576,1
fog,15150,0,0.0576,0.4424,0.0576,1
fog,15160,0,0.056,0.444,0.056,1
fog,15170,0,0.0576,0.4424,0.0576,1
fog,15180,0,0.0576,0.4424,0.0576,1
fog,15190,0,0.0576,0.4424,0.0576,1
fog,15200,0,0.0576,0.4424,0.0576,1
fog,15210,0,0.0576,0.4424,0.0576,1
fog,15220,0,0.0576,0.4424,0.0576,1
fog,15230,0,0.0576,0.4424,0.0576,1
fog,15240,0,0.0575,0.4425,0.0575,1
fog,15250,0,0.0574,0.4426,0.0574,1
fog,15260,0,0.0577,0.4423,0.0577,1
fog,15270,0,0.0577,0.4423,0.0577,1
fog,15280,0,0.0584,0.4416,0.0584,1
fog,15290,0,0.0568,0.4432,0.0568,1
fog,15300,0,0.0576,0.4424,0.0576,1
fog,15310,0,0.0576,0.4424,0.0576,1
fog,15320,0,0.0576,0.4424,0.0576,1
fog,15330,0,0.0574,0.4426,0.0574,1
fog,15340,0,0.0576,0.4424,0.0576,1
fog,15350,0,0.0613,0.4387,0.0613,1
fog,15360,0,0.0464,0.4536,0.0464,1
fog,15370,0,0.0447,0.4553,0.0447,1
fog,15380,0,0.0245,0.4755,0.0245,1
fog,15390,0,0.0764,0.4236,0.0764,1
fog,15400,0,0.1133,0.3867,0.1133,1
fog,15410,0,0.0866,0.4134,0.0866,1
fog,15420,0,0.1411,0.3589,0.1411,1
fog,15430,0,0.0685,0.4315,0.0685,1
fog,15440,0,0.0448,0.4552,0.0448,1
fog,15450,1,0.0788,0.4212,0.0788,1
fog,15460,1,0.0187,0.4813,0.0187,1
fog,15470,1,0.023,0.477,0.023,1
fog,15480,1,0.0271,0.4729,0.0271,1
fog,15490,1,0.0244,0.4756,0.0244,1
fog,15500,1,0.0207,0.4793,0.0207,1
fog,15510,1,0.0234,0.4766,0.0234,1
fog,15520,1,0.0407,0.4593,0.0407,1
fog,15530,1,0.0239,0.4761,0.0239,1
fog,15540,1,0.0237,0.4763,0.0237,1
fog,15550,1,0.0223,0.4777,0.0223,1
fog,15560,1,0.0271,0.4729,0.0271,1
fog,15570,1,0.025,0.475,0.025,1
fog,15580,1,0.02,0.48,0.02,1
fog,15590,1,0.0212,0.4788,0.0212,1
fog,15600,1,0.0205,0.4795,0.0205,1
fog,15610,1,0.0244,0.4756,0.0244,1
fog,15620,1,0.018,0.482,0.018,1
fog,15630,1,0.0217,0.4783,0.0217,1
fog,15640,1,0.0201,0.4799,0.0201,1
fog,15650,1,0.0198,0.4802,0.0198,1
fog,15660,0,0.0195,0.4805,0.0195,1
fog,15670,0,0.0393,0.4607,0.0393,1
fog,15680,1,0.0478,0.4522,0.0478,1
fog,15690,1,0.0268,0.4732,0.0268,1
fog,15700,1,0.0455,0.4545,0.0455,1
fog,15710,1,0.038,0.462,0.038,1
fog,15720,1,0.029,0.471,0.029,1
fog,15730,0,0.03,0.47,0.03,1
fog,15740,0,0.0321,0.4679,0.0321,1
fog,15750,0,0.0224,0.4776,0.0224,1
fog,15760,0,0.0276,0.4724,0.0276,1
fog,15770,0,0.0264,0.4736,0.0264,1
fog,15780,0,0.0293,0.4707,0.0293,1
fog,15790,0,0.0292,0.4708,0.0292,1
fog,15800,0,0.0291,0.4709,0.0291,1
fog,15810,0,0.0258,0.4742,0.0258,1
fog,15820,0,0.0472,0.4528,0.0472,1
fog,15830,0,0.0385,0.4615,0.0385,1
fog,15840,0,0.0467,0.4533,0.0467,1
fog,15850,0,0.039,0.461,0.039,1
fog,15860,0,0.0766,0.4234,0.0766,1
fog,15870,0,0.0443,0.4557,0.0443,1
fog,15880,0,0.0299,0.4701,0.0299,1
fog,15890,0,0.0481,0.4519,0.0481,1
fog,15900,0,0.0146,0.4854,0.0146,1
fog,15910,0,0.0385,0.4615,0.0385,1
fog,15920,0,0.0357,0.4643,0.0357,1
fog,15930,0,0.0347,0.4653,0.0347,1
fog,15940,0,0.0345,0.4655,0.0345,1
fog,15950,0,0.0345,0.4655,0.0345,1
fog,15960,0,0.0346,0.4654,0.0346,1
fog,15970,0,0.0336,0.4664,0.0336,1
fog,15980,0,0.0307,0.4693,0.0307,1
fog,15990,0,0.0311,0.4689,0.0311,1
fog,16000,0,0.0278,0.4722,0.0278,1
fog,16010,0,0.0315,0.4685,0.0315,1
fog,16020,0,0.0328,0.4672,0.0328,1
fog,16030,0,0.0349,0.4651,0.0349,1
fog,16040,0,0.0339,0.4661,0.0339,1
fog,16050,0,0.0339,0.4661,0.0339,1
fog,16060,0,0.0339,0.4661,0.0339,1
fog,16070,0,0.0339,0.4661,0.0339,1
fog,16080,0,0.0339,0.4661,0.0339,1
fog,16090,0,0.0339,0.4661,0.0339,1
fog,16100,0,0.0339,0.4661,0.0339,1
fog,16110,0,0.0342,0.4658,0.0342,1
fog,16120,0,0.0423,0.4577,0.0423,1
fog,16130,0,0.0328,0.4672,0.0328,1
fog,16140,0,0.0332,0.4668,0.0332,1
fog,16150,0,0.053,0.447,0.053,1
fog,16160,0,0.0579,0.4421,0.0579,1
fog,16170,0,0.0356,0.4644,0.0356,1
fog,16180,0,0.04,0.46,0.04,1
fog,16190,0,0.0324,0.4676,0.0324,1
fog,16200,0,0.0356,0.4644,0.0356,1
fog,16210,0,0.0378,0.4622,0.0378,1
fog,16220,0,0.0322,0.4678,0.0322,1
fog,16230,0,0.0223,0.4777,0.0223,1
fog,16240,0,0.0211,0.4789,0.0211,1
fog,16250,0,0.0209,0.4791,0.0209,1
fog,16260,0,0.0207,0.4793,0.0207,1
fog,16270,0,0.021,0.479,0.021,1
fog,16280,0,0.0203,0.4797,0.0203,1
fog,16290,0,0.019,0.481,0.019,1
fog,16300,0,0.0191,0.4809,0.0191,1
fog,16310,0,0.019,0.481,0.019,1
fog,16320,0,0.0192,0.4808,0.0192,1
fog,16330,0,0.019,0.481,0.019,1
fog,16340,0,0.0189,0.4811,0.0189,1
fog,16350,0,0.019,0.481,0.019,1
fog,16360,0,0.019,0.481,0.019,1
fog,16370,0,0.0191,0.4809,0.0191,1
fog,16380,0,0.0193,0.4807,0.0193,1
fog,16390,0,0.0193,0.4807,0.0193,1
fog,16400,0,0.0194,0.4806,0.0194,1
fog,16410,0,0.019,0.481,0.019,1
fog,16420,0,0.0191,0.4809,0.0191,1
fog,16430,0,0.0183,0.4817,0.0183,1
fog,16440,0,0.0178,0.4822,0.0178,1
fog,16450,0,0.0165,0.4835,0.0165,1
fog,16460,0,0.0182,0.4818,0.0182,1
fog,16470,0,0.0169,0.4831,0.0169,1
fog,16480,0,0.0195,0.4805,0.0195,1
fog,16490,0,0.0209,0.4791,0.0209,1
fog,16500,0,0.023,0.477,0.023,1
fog,16510,0,0.0208,0.4792,0.0208,1
fog,16520,0,0.0208,0.4792,0.0208,1
fog,16530,0,0.0209,0.4791,0.0209,1
fog,16540,0,0.0206,0.4794,0.0206,1
fog,16550,0,0.0205,0.4795,0.0205,1
fog,16560,0,0.0159,0.4841,0.0159,1
fog,16570,0,0.0327,0.4673,0.0327,1
fog,16580,0,0.0208,0.4792,0.0208,1
fog,16590,0,0.0182,0.4818,0.0182,1
fog,16600,0,0.0221,0.4779,0.0221,1
fog,16610,0,0.0336,0.4664,0.0336,1
fog,16620,0,0.043,0.457,0.043,1
fog,16630,0,0.0804,0.4196,0.0804,1
fog,16640,0,0.075,0.425,0.075,1
fog,16650,0,0.0493,0.4507,0.0493,1
fog,16660,1,0.0339,0.4661,0.0339,1
fog,16670,1,0.0276,0.4724,0.0276,1
fog,16680,1,0.0422,0.4578,0.0422,1
fog,16690,0,0.0744,0.4256,0.0744,1
fog,16700,0,0.0747,0.4253,0.0747,1
fog,16710,0,0.081,0.419,0.081,1
fog,16720,0,0.0514,0.4486,0.0514,1
fog,16730,0,0.067,0.433,0.067,1
fog,16740,0,0.066,0.434,0.066,1
fog,16750,0,0.0514,0.4486,0.0514,1
fog,16760,0,0.0497,0.4503,0.0497,1
fog,16770,0,0.0794,0.4206,0.0794,1
fog,16780,0,0.0514,0.4486,0.0514,1
fog,16790,0,0.1078,0.3922,0.1078,1
fog,16800,1,0.0627,0.4373,0.0627,1
